,meanAvailabilityFromY,meanAvailabilityFromY,meanAvailabilityFromY,meanAvailabilityFromY,meanAvailabilityFromY,,loadFromY,loadFromY,loadFromY,loadFromY,loadFromY,,meanTriesPerRequest,meanTriesPerRequest,meanTriesPerRequest,meanTriesPerRequest,meanTriesPerRequest,,meanResponseP1Availability,meanResponseP1Availability,meanResponseP1Availability,meanResponseP1Availability,meanResponseP1Availability,,meanResponseP2Availability,meanResponseP2Availability,meanResponseP2Availability,meanResponseP2Availability,meanResponseP2Availability,,meanResponseP3Availability,meanResponseP3Availability,meanResponseP3Availability,meanResponseP3Availability,meanResponseP3Availability,
,A - Naive,F - AsyncCacheLoading,H - Retries,I - AsyncRetries,J - InfiniteRetries,,A - Naive,F - AsyncCacheLoading,H - Retries,I - AsyncRetries,J - InfiniteRetries,,A - Naive,F - AsyncCacheLoading,H - Retries,I - AsyncRetries,J - InfiniteRetries,,A - Naive,F - AsyncCacheLoading,H - Retries,I - AsyncRetries,J - InfiniteRetries,,A - Naive,F - AsyncCacheLoading,H - Retries,I - AsyncRetries,J - InfiniteRetries,,A - Naive,F - AsyncCacheLoading,H - Retries,I - AsyncRetries,J - InfiniteRetries,
6300000,0.2935323383084577,0.52,0.6381909547738693,0.525,0.535,,200,200,439,625,475,,1,1,1.7671232876712328,2.6109324758842445,2.968421052631579,,0.3548387096774194,0.5522388059701493,0.7183098591549296,0.5362318840579711,0.5362318840579711,,0.18840579710144928,0.4084507042253521,0.5,0.625,0.6507936507936508,,0.34285714285714286,0.6129032258064516,0.6875,0.417910447761194,0.4264705882352941,
6350000,0.35353535353535354,0.545,0.6089108910891089,0.595,0.545,,200,200,437,650,474,,1,1,1.7722095671981777,2.6979969183359014,3.521097046413502,,0.3787878787878788,0.5735294117647058,0.5942028985507246,0.5909090909090909,0.5,,0.3466666666666667,0.5263157894736842,0.6451612903225806,0.5753424657534246,0.48333333333333334,,0.3333333333333333,0.5357142857142857,0.5915492957746479,0.6229508196721312,0.6851851851851852,
6400000,0.24,0.545,0.484375,0.55,0.54,,200,200,474,644,475,,1,1,1.8240343347639485,2.698289269051322,3.3389473684210524,,0.24242424242424243,0.6282051282051282,0.4657534246575342,0.5074626865671642,0.47761194029850745,,0.2,0.5625,0.5,0.5737704918032787,0.6231884057971014,,0.288135593220339,0.41379310344827586,0.49122807017543857,0.5694444444444444,0.515625,
6450000,0.185,0.495,0.45145631067961167,0.57,0.535,,200,200,489,742,472,,1,1,1.8626262626262626,2.8577235772357725,4.154661016949152,,0.2222222222222222,0.45714285714285713,0.5064935064935064,0.5492957746478874,0.43478260869565216,,0.1506849315068493,0.5573770491803278,0.4603174603174603,0.6031746031746031,0.6119402985074627,,0.18181818181818182,0.4782608695652174,0.3787878787878788,0.5606060606060606,0.5625,
6500000,0.17,0.595,0.4371859296482412,0.515,0.53,,200,200,491,783,468,,1,1,1.863265306122449,2.935064935064935,5.581196581196581,,0.1,0.5735294117647058,0.3972602739726027,0.5084745762711864,0.48148148148148145,,0.24285714285714285,0.6619718309859155,0.45161290322580644,0.5079365079365079,0.5344827586206896,,0.16666666666666666,0.5409836065573771,0.46875,0.5256410256410257,0.5901639344262295,
6550000,0.13432835820895522,0.52,0.35714285714285715,0.51,0.53,,200,200,517,855,479,,1,1,1.8830409356725146,3.076655052264808,5.5845511482254695,,0.11594202898550725,0.49206349206349204,0.36764705882352944,0.5081967213114754,0.42857142857142855,,0.171875,0.5774647887323944,0.3064516129032258,0.4861111111111111,0.6323529411764706,,0.11764705882352941,0.48484848484848486,0.3939393939393939,0.5373134328358209,0.5217391304347826,
6600000,0.07537688442211055,0.5,0.2736318407960199,0.475,0.605,,200,200,550,886,472,,1,1,1.9328493647912885,3.104903078677309,6.819915254237288,,0.07462686567164178,0.4935064935064935,0.25862068965517243,0.4838709677419355,0.5384615384615384,,0.09230769230769231,0.5818181818181818,0.24285714285714285,0.4444444444444444,0.5076923076923077,,0.05970149253731343,0.4411764705882353,0.3150684931506849,0.49333333333333335,0.7571428571428571,
6650000,0.075,0.55,0.25510204081632654,0.575,0.48,,200,200,551,956,479,,1,1,1.943327239488117,3.2368972746331237,7.304801670146138,,0.0625,0.5068493150684932,0.23880597014925373,0.4727272727272727,0.37142857142857144,,0.0958904109589041,0.6935483870967742,0.3442622950819672,0.6,0.48484848484848486,,0.06349206349206349,0.46153846153846156,0.19117647058823528,0.6285714285714286,0.59375,
6700000,0.04477611940298507,0.46,0.15920398009950248,0.495,0.54,,200,200,565,999,474,,1,1,1.9540636042402826,3.28643216080402,7.4978902953586495,,0.08333333333333333,0.5263157894736842,0.12121212121212122,0.4142857142857143,0.4107142857142857,,0.018867924528301886,0.4533333333333333,0.14035087719298245,0.5333333333333333,0.5211267605633803,,0.02631578947368421,0.4117647058823529,0.20512820512820512,0.5428571428571428,0.6575342465753424,
6750000,0.04975124378109453,0.59,0.1457286432160804,0.49,0.505,,200,200,574,1072,479,,1,1,1.9616055846422338,3.3479887745556596,7.2693110647181625,,0.04477611940298507,0.5555555555555556,0.20689655172413793,0.42028985507246375,0.30303030303030304,,0.04285714285714286,0.5833333333333334,0.13043478260869565,0.5303030303030303,0.6229508196721312,,0.0625,0.6290322580645161,0.1111111111111111,0.5230769230769231,0.589041095890411,
6800000,0.04522613065326633,0.59,0.07,0.52,0.625,,200,200,587,1088,472,,1,1,1.9846678023850086,3.385884509624198,7.004237288135593,,0.09333333333333334,0.543859649122807,0.03896103896103896,0.5076923076923077,0.5370370370370371,,0.03571428571428571,0.5797101449275363,0.08695652173913043,0.5072463768115942,0.6176470588235294,,0,0.6351351351351351,0.09259259259259259,0.5454545454545454,0.6923076923076923,
6850000,0.03,0.465,0.04,0.545,0.54,,200,200,588,1161,477,,1,1,1.989795918367347,3.4602763385146806,7.69601677148847,,0.04477611940298507,0.48,0.03389830508474576,0.5972222222222222,0.38095238095238093,,0.043478260869565216,0.525,0.0375,0.4915254237288136,0.45454545454545453,,0,0.38571428571428573,0.04918032786885246,0.5362318840579711,0.7605633802816901,
6900000,0.010050251256281407,0.41,0.02512562814070352,0.57,0.515,,200,200,596,1157,473,,1,1,1.9949579831932773,3.4478260869565216,9.498942917547568,,0,0.4444444444444444,0.014705882352941176,0.5138888888888888,0.3424657534246575,,0.015873015873015872,0.36764705882352944,0.02,0.6071428571428571,0.5735294117647058,,0.01694915254237288,0.42028985507246375,0.037037037037037035,0.5972222222222222,0.6610169491525424,
6950000,0.005025125628140704,0.4,0.005025125628140704,0.515,0.595,,200,200,599,1190,473,,1,1,1.9949832775919731,3.484873949579832,11.469344608879492,,0,0.44871794871794873,0,0.573170731707317,0.4126984126984127,,0.015384615384615385,0.4067796610169492,0.013333333333333334,0.4482758620689655,0.5945945945945946,,0,0.3333333333333333,0,0.5,0.7777777777777778,
7000000,0,0.405,0,0.505,0.565,,200,200,600,1195,472,,1,1,2,3.5045948203842943,13.349576271186441,,0,0.45454545454545453,0,0.4,0.42857142857142855,,0,0.391304347826087,0,0.5423728813559322,0.5833333333333334,,0,0.36923076923076925,0,0.6065573770491803,0.7068965517241379,
7050000,0,0.38,0,0.53,0.545,,200,200,597,1204,474,,1,1,2.005,3.4904246461282264,15.373417721518987,,0,0.2777777777777778,0,0.5483870967741935,0.3559322033898305,,0,0.3709677419354839,0,0.47058823529411764,0.6065573770491803,,0,0.5,0,0.5714285714285714,0.6375,
7100000,0.005025125628140704,0.285,0.01507537688442211,0.56,0.54,,200,200,594,1200,476,,1,1,1.9949409780775718,3.504983388704319,17.29201680672269,,0,0.3157894736842105,0,0.589041095890411,0.2909090909090909,,0.015873015873015872,0.2571428571428571,0.014925373134328358,0.5454545454545454,0.5595238095238095,,0,0.2876712328767123,0.029411764705882353,0.5416666666666666,0.7377049180327869,
7150000,0.01990049751243781,0.245,0.029556650246305417,0.5,0.415,,200,200,594,1149,475,,1,1,1.996649916247906,3.43804537521815,19.210526315789473,,0.014705882352941176,0.2602739726027397,0.06896551724137931,0.5333333333333333,0.25,,0.027777777777777776,0.23214285714285715,0,0.44285714285714284,0.46153846153846156,,0.01639344262295082,0.23943661971830985,0.029850746268656716,0.5285714285714286,0.5373134328358209,
7200000,0.020100502512562814,0.17,0.04040404040404041,0.48,0.365,,200,200,595,1150,471,,1,1,1.9831365935919056,3.4623376623376623,20.78343949044586,,0.01694915254237288,0.15873015873015872,0.017241379310344827,0.453125,0.14084507042253522,,0.031746031746031744,0.22388059701492538,0.04285714285714286,0.5066666666666667,0.45161290322580644,,0.012987012987012988,0.12857142857142856,0.05714285714285714,0.47540983606557374,0.5223880597014925,
7250000,0.04020100502512563,0.18,0.12,0.515,0.375,,200,200,574,1124,480,,1,1,1.9721254355400697,3.4247551202137134,21.9375,,0.03278688524590164,0.15,0.11842105263157894,0.4782608695652174,0.109375,,0.08620689655172414,0.1875,0.125,0.5285714285714286,0.40625,,0.0125,0.21428571428571427,0.11764705882352941,0.5409836065573771,0.5833333333333334,
7300000,0.05025125628140704,0.135,0.12626262626262627,0.47,0.325,,200,200,565,1061,477,,1,1,1.9626998223801067,3.349906191369606,22.58490566037736,,0.015384615384615385,0.18571428571428572,0.15714285714285714,0.5194805194805194,0.03225806451612903,,0.06060606060606061,0.11475409836065574,0.07017543859649122,0.4626865671641791,0.34210526315789475,,0.07352941176470588,0.10144927536231885,0.14084507042253522,0.4107142857142857,0.5967741935483871,
7350000,0.04950495049504951,0.17,0.1485148514851485,0.47,0.295,,200,200,567,1065,470,,1,1,1.9630931458699472,3.3610851262862487,22.629787234042553,,0.025,0.14705882352941177,0.11267605633802817,0.4931506849315068,0,,0.08333333333333333,0.13725490196078433,0.1780821917808219,0.4142857142857143,0.23333333333333334,,0.04838709677419355,0.20987654320987653,0.15517241379310345,0.5087719298245614,0.6617647058823529,
7400000,0.09,0.16,0.25,0.42,0.205,,200,200,534,971,484,,1,1,1.9325842696629214,3.233846153846154,21.77938144329897,,0.07462686567164178,0.21212121212121213,0.19672131147540983,0.375,0,,0.11864406779661017,0.11764705882352941,0.3235294117647059,0.5254237288135594,0.12698412698412698,,0.08108108108108109,0.15151515151515152,0.22535211267605634,0.37662337662337664,0.4714285714285714,
7450000,0.11557788944723618,0.14,0.2647058823529412,0.405,0.175,,200,200,547,888,479,,1,1,1.9310344827586208,3.1042600896860986,20.280334728033473,,0.12307692307692308,0.1780821917808219,0.21311475409836064,0.45454545454545453,0,,0.10294117647058823,0.15942028985507245,0.21621621621621623,0.3793103448275862,0.05405405405405406,,0.12121212121212122,0.06896551724137931,0.36231884057971014,0.3815789473684211,0.49206349206349204,
7500000,0.15841584158415842,0.105,0.39285714285714285,0.465,0.185,,200,200,515,917,470,,1,1,1.8923679060665362,3.1796536796536796,18.640425531914893,,0.14814814814814814,0.1016949152542373,0.2727272727272727,0.5909090909090909,0,,0.14814814814814814,0.136986301369863,0.37349397590361444,0.352112676056338,0.05357142857142857,,0.1791044776119403,0.07352941176470588,0.5344827586206896,0.4603174603174603,0.5964912280701754,
7550000,0.12626262626262627,0.12,0.4292682926829268,0.355,0.215,,200,200,510,856,469,,1,1,1.8757281553398057,3.0737704918032787,16.44136460554371,,0.12698412698412698,0.14285714285714285,0.4117647058823529,0.36619718309859156,0,,0.09090909090909091,0.11538461538461539,0.46774193548387094,0.37333333333333335,0,,0.15,0.09615384615384616,0.41333333333333333,0.3148148148148148,0.6142857142857143,
7600000,0.155,0.1,0.4729064039408867,0.375,0.12,,200,200,482,732,479,,1,1,1.8515463917525774,2.8511502029769957,12.947807933194154,,0.09859154929577464,0.09859154929577464,0.47619047619047616,0.3561643835616438,0,,0.203125,0.13114754098360656,0.38461538461538464,0.4461538461538462,0,,0.16923076923076924,0.07352941176470588,0.5466666666666666,0.3225806451612903,0.41379310344827586,
7650000,0.17,0.105,0.5771144278606966,0.465,0.17,,200,200,449,702,479,,1,1,1.7822222222222222,2.782546494992847,10.037578288100208,,0.13043478260869565,0.1206896551724138,0.5571428571428572,0.3492063492063492,0,,0.22857142857142856,0.0379746835443038,0.5692307692307692,0.5138888888888888,0,,0.14754098360655737,0.1746031746031746,0.6060606060606061,0.5230769230769231,0.5074626865671642,
7700000,0.25870646766169153,0.085,0.5323383084577115,0.475,0.145,,200,200,472,652,471,,1,1,1.8329809725158563,2.7250384024577574,7.740976645435244,,0.31746031746031744,0.06060606060606061,0.6527777777777778,0.4657534246575342,0,,0.21428571428571427,0.09230769230769231,0.5230769230769231,0.4166666666666667,0,,0.25,0.10144927536231885,0.40625,0.5373134328358209,0.5686274509803921,
7750000,0.23115577889447236,0.145,0.6548223350253807,0.43,0.22,,200,200,426,633,482,,1,1,1.7541371158392436,2.719814241486068,5.551867219917012,,0.19298245614035087,0.18032786885245902,0.5625,0.5,0,,0.29850746268656714,0.14285714285714285,0.703125,0.30158730158730157,0,,0.2,0.11594202898550725,0.6956521739130435,0.4782608695652174,0.6027397260273972,
7800000,0.27,0.175,0.6414141414141414,0.51,0.25,,200,200,447,527,472,,1,1,1.7797752808988765,2.3969465648854964,2.319915254237288,,0.37735849056603776,0.24242424242424243,0.576271186440678,0.509090909090909,0,,0.2714285714285714,0.14285714285714285,0.6338028169014085,0.5230769230769231,0.10144927536231885,,0.19480519480519481,0.14084507042253522,0.7058823529411765,0.5,0.6323529411764706,
7850000,0.32673267326732675,0.185,0.6782178217821783,0.495,0.325,,200,200,436,530,472,,1,1,1.7671232876712328,2.3869158878504675,2.4258474576271185,,0.22413793103448276,0.24324324324324326,0.6376811594202898,0.5,0,,0.4155844155844156,0.22580645161290322,0.7741935483870968,0.5333333333333333,0.26785714285714285,,0.31343283582089554,0.078125,0.6338028169014085,0.4426229508196721,0.746268656716418,
7900000,0.36180904522613067,0.245,0.7961165048543689,0.505,0.39,,200,200,386,454,473,,1,1,1.663265306122449,2.1978260869565216,2.7547568710359407,,0.37333333333333335,0.16901408450704225,0.8082191780821918,0.4126984126984127,0,,0.375,0.2702702702702703,0.7704918032786885,0.5344827586206896,0.417910447761194,,0.3269230769230769,0.3090909090909091,0.8055555555555556,0.5569620253164557,0.704225352112676,
7950000,0.40703517587939697,0.305,0.8333333333333334,0.555,0.39,,200,200,366,444,474,,1,1,1.6016483516483517,2.0855855855855854,2.6877637130801686,,0.4788732394366197,0.3188405797101449,0.8214285714285714,0.5846153846153846,0,,0.2777777777777778,0.32786885245901637,0.8533333333333334,0.4626865671641791,0.4098360655737705,,0.43243243243243246,0.2714285714285714,0.8208955223880597,0.6176470588235294,0.6973684210526315,
8000000,0.5226130653266332,0.335,0.8682926829268293,0.495,0.47,,200,200,356,383,478,,1,1,1.6038781163434903,1.8407310704960835,1.707112970711297,,0.5405405405405406,0.29850746268656714,0.881578947368421,0.5068493150684932,0.14285714285714285,,0.5,0.36486486486486486,0.8194444444444444,0.5303030303030303,0.5757575757575758,,0.5238095238095238,0.3389830508474576,0.9122807017543859,0.4426229508196721,0.71875,
8050000,0.5024875621890548,0.295,0.8888888888888888,0.465,0.48,,200,200,369,403,474,,1,1,1.6103542234332424,1.9276807980049875,1.871308016877637,,0.5211267605633803,0.3142857142857143,0.8985507246376812,0.36507936507936506,0.2328767123287671,,0.5714285714285714,0.3050847457627119,0.875,0.5256410256410257,0.5223880597014925,,0.417910447761194,0.2676056338028169,0.8947368421052632,0.4915254237288136,0.7333333333333333,
8100000,0.525,0.33,0.9154228855721394,0.525,0.525,,200,200,335,355,469,,1,1,1.5357142857142858,1.743801652892562,2.0575692963752665,,0.5774647887323944,0.3333333333333333,0.90625,0.5901639344262295,0.484375,,0.49230769230769234,0.3380281690140845,0.9142857142857143,0.45714285714285713,0.5769230769230769,,0.5,0.31746031746031744,0.9253731343283582,0.5362318840579711,0.5,
8150000,0.5373134328358209,0.45,0.9104477611940298,0.54,0.505,,200,200,323,344,359,,1,1,1.4876543209876543,1.6470588235294117,1.8513513513513513,,0.5540540540540541,0.43548387096774194,0.9295774647887324,0.546875,0.4307692307692308,,0.5178571428571429,0.47619047619047616,0.8985507246376812,0.5405405405405406,0.6142857142857143,,0.5352112676056338,0.44,0.9016393442622951,0.532258064516129,0.46153846153846156,
8200000,0.6733668341708543,0.52,0.9702970297029703,0.46,0.515,,200,200,285,330,336,,1,1,1.362369337979094,1.617910447761194,1.6814159292035398,,0.6621621621621622,0.53125,0.967741935483871,0.4788732394366197,0.546875,,0.6440677966101694,0.5633802816901409,0.9852941176470589,0.4461538461538462,0.5454545454545454,,0.7121212121212122,0.46153846153846156,0.9583333333333334,0.453125,0.45714285714285713,
8250000,0.6368159203980099,0.49,0.949748743718593,0.52,0.555,,200,200,267,309,288,,1,1,1.300751879699248,1.495049504950495,1.4210526315789473,,0.7241379310344828,0.4782608695652174,0.9436619718309859,0.3939393939393939,0.5555555555555556,,0.6285714285714286,0.5633802816901409,0.9571428571428572,0.6621621621621622,0.5,,0.5753424657534246,0.4166666666666667,0.9482758620689655,0.48333333333333334,0.609375,
8300000,0.7373737373737373,0.485,0.9705882352941176,0.58,0.53,,200,200,275,305,273,,1,1,1.3512544802867383,1.5339805825242718,1.3722627737226278,,0.7424242424242424,0.5,0.9710144927536232,0.6144578313253012,0.6419753086419753,,0.7419354838709677,0.47761194029850745,0.9830508474576272,0.576271186440678,0.43636363636363634,,0.7285714285714285,0.47619047619047616,0.9605263157894737,0.5344827586206896,0.46875,
8350000,0.7586206896551724,0.575,0.9898477157360406,0.455,0.595,,200,200,257,259,268,,1,1,1.2559055118110236,1.3115384615384615,1.3333333333333333,,0.782608695652174,0.5151515151515151,1,0.4411764705882353,0.671875,,0.6818181818181818,0.6231884057971014,0.96875,0.44594594594594594,0.5303030303030303,,0.8088235294117647,0.5846153846153846,1,0.4827586206896552,0.5857142857142857,
8400000,0.797979797979798,0.535,1,0.535,0.515,,200,200,245,250,260,,1,1,1.236734693877551,1.248,1.3358490566037735,,0.7910447761194029,0.46774193548387094,1,0.55,0.5384615384615384,,0.7704918032786885,0.6027397260273972,1,0.5645161290322581,0.5072463768115942,,0.8285714285714286,0.5230769230769231,1,0.5,0.5,
8450000,0.825,0.5,0.9949494949494949,0.62,0.565,,200,200,239,249,245,,1,1,1.1856540084388185,1.250996015936255,1.2222222222222223,,0.8805970149253731,0.5,1,0.6582278481012658,0.5652173913043478,,0.8636363636363636,0.5072463768115942,0.9855072463768116,0.6153846153846154,0.5294117647058824,,0.7313432835820896,0.4915254237288136,1,0.5714285714285714,0.6031746031746031,
8500000,0.83,0.505,0.9950980392156863,0.51,0.51,,200,200,232,245,237,,1,1,1.1694915254237288,1.2222222222222223,1.1898734177215189,,0.8333333333333334,0.47368421052631576,1,0.5,0.5625,,0.8615384615384616,0.5428571428571428,1,0.53125,0.5277777777777778,,0.7894736842105263,0.5,0.9871794871794872,0.5,0.4375,
8550000,0.815,0.48,1,0.49,0.47,,200,200,230,242,229,,1,1,1.144736842105263,1.2276422764227641,1.1515151515151516,,0.8620689655172413,0.5142857142857142,1,0.45714285714285713,0.375,,0.8225806451612904,0.5,1,0.4642857142857143,0.36507936507936506,,0.775,0.42857142857142855,1,0.5405405405405406,0.676923076923077,
8600000,0.8910891089108911,0.51,1,0.55,0.535,,200,200,231,225,218,,1,1,1.1495726495726495,1.13215859030837,1.0648148148148149,,0.9047619047619048,0.5735294117647058,1,0.5344827586206896,0.5294117647058824,,0.9027777777777778,0.47368421052631576,1,0.5822784810126582,0.5396825396825397,,0.8656716417910447,0.48214285714285715,1,0.5238095238095238,0.5362318840579711,
8650000,0.8984771573604061,0.57,1,0.49,0.48,,200,200,216,227,223,,1,1,1.087557603686636,1.125,1.12,,0.890625,0.5675675675675675,1,0.5384615384615384,0.5,,0.927536231884058,0.5967741935483871,1,0.5131578947368421,0.4626865671641791,,0.875,0.546875,1,0.4067796610169492,0.47619047619047616,
8700000,0.9303482587064676,0.51,1,0.545,0.495,,200,200,211,217,210,,1,1,1.0571428571428572,1.091743119266055,1.052132701421801,,0.9629629629629629,0.45454545454545453,1,0.5428571428571428,0.4,,0.9459459459459459,0.5,1,0.5555555555555556,0.5,,0.8904109589041096,0.5694444444444444,1,0.5373134328358209,0.5735294117647058,
8750000,0.9701492537313433,0.55,1,0.55,0.515,,200,200,208,208,214,,1,1,1.0382775119617225,1.0384615384615385,1.0704225352112675,,0.9666666666666667,0.5571428571428572,1,0.5930232558139535,0.45454545454545453,,0.9577464788732394,0.5735294117647058,1,0.6037735849056604,0.582089552238806,,0.9857142857142858,0.5161290322580645,1,0.4426229508196721,0.5074626865671642,
8800000,0.9848484848484849,0.51,1,0.55,0.595,,200,200,207,206,203,,1,1,1.0292682926829269,1.0241545893719808,1.0146341463414634,,0.9852941176470589,0.625,1,0.5245901639344263,0.5652173913043478,,0.9846153846153847,0.38461538461538464,1,0.5666666666666667,0.5671641791044776,,0.9846153846153847,0.5079365079365079,1,0.5569620253164557,0.65625,
8850000,0.9851485148514851,0.5,1,0.515,0.51,,200,200,201,203,200,,1,1,1.00990099009901,1.019704433497537,1,,0.9824561403508771,0.45614035087719296,1,0.49230769230769234,0.4782608695652174,,1,0.5576923076923077,1,0.5483870967741935,0.6164383561643836,,0.9722222222222222,0.4945054945054945,1,0.5068493150684932,0.41379310344827586,
8900000,0.9898477157360406,0.525,1,0.47,0.54,,200,200,202,200,203,,1,1,1.00990099009901,1,1.0148514851485149,,1,0.6060606060606061,1,0.46153846153846156,0.45454545454545453,,1,0.45,1,0.5,0.5512820512820513,,0.9736842105263158,0.5135135135135135,1,0.44642857142857145,0.625,
8950000,0.9900497512437811,0.565,1,0.495,0.535,,200,200,201,203,201,,1,1,1.004950495049505,1.019704433497537,1.004950495049505,,1,0.6142857142857143,1,0.546875,0.6296296296296297,,1,0.5454545454545454,1,0.46835443037974683,0.4567901234567901,,0.9722222222222222,0.5333333333333333,1,0.47368421052631576,0.5538461538461539,
9000000,1,0.55,1,0.495,0.53,,200,200,200,200,200,,1,1,1,1,1,,1,0.6,1,0.5151515151515151,0.5846153846153846,,1,0.5454545454545454,1,0.5072463768115942,0.5538461538461539,,1,0.5087719298245614,1,0.46153846153846156,0.45714285714285713,
9050000,1,0.53,1,0.54,0.505,,200,200,200,200,200,,1,1,1,1,1,,1,0.4897959183673469,1,0.5942028985507246,0.4696969696969697,,1,0.5595238095238095,1,0.5540540540540541,0.5238095238095238,,1,0.5223880597014925,1,0.45614035087719296,0.5211267605633803,
9100000,0.995049504950495,0.52,1,0.54,0.495,,200,200,200,203,201,,1,1,1,1.0147058823529411,1.0049751243781095,,1,0.48484848484848486,1,0.582089552238806,0.4520547945205479,,0.9864864864864865,0.5652173913043478,1,0.49295774647887325,0.5344827586206896,,1,0.5076923076923077,1,0.5483870967741935,0.5072463768115942,
9150000,0.9748743718592965,0.5,1,0.515,0.52,,200,200,201,202,202,,1,1,1.0049261083743843,1.0098522167487685,1.00990099009901,,0.9285714285714286,0.4918032786885246,1,0.4714285714285714,0.3880597014925373,,1,0.5142857142857142,1,0.4857142857142857,0.5645161290322581,,0.9855072463768116,0.4927536231884058,1,0.6,0.6056338028169014,
9200000,0.9797979797979798,0.52,1,0.505,0.575,,200,200,201,201,204,,1,1,1.0050251256281406,1.0050251256281406,1.0147783251231528,,0.9848484848484849,0.44776119402985076,1,0.618421052631579,0.6349206349206349,,0.9692307692307692,0.5675675675675675,1,0.45098039215686275,0.5423728813559322,,0.9850746268656716,0.5423728813559322,1,0.4246575342465753,0.5512820512820513,
9250000,0.9552238805970149,0.53,1,0.52,0.505,,200,200,207,203,214,,1,1,1.0336538461538463,1.0147058823529411,1.0657276995305165,,0.9666666666666667,0.4925373134328358,1,0.5180722891566265,0.5633802816901409,,0.9166666666666666,0.5769230769230769,1,0.6166666666666667,0.5,,0.9855072463768116,0.5308641975308642,1,0.42105263157894735,0.4444444444444444,
9300000,0.9502487562189055,0.55,1,0.495,0.545,,200,200,214,211,215,,1,1,1.0566037735849056,1.0610328638497653,1.0794392523364487,,0.9545454545454546,0.5303030303030303,1,0.5441176470588235,0.5714285714285714,,0.9487179487179487,0.5294117647058824,1,0.5,0.5194805194805194,,0.9473684210526315,0.5909090909090909,1,0.4375,0.55,
9350000,0.9593908629441624,0.56,1,0.565,0.5,,200,200,211,213,216,,1,1,1.0571428571428572,1.0574162679425838,1.0648148148148149,,0.9285714285714286,0.5857142857142857,1,0.5901639344262295,0.49411764705882355,,0.9833333333333333,0.48333333333333334,1,0.5974025974025974,0.42857142857142855,,0.9701492537313433,0.6,1,0.5,0.576271186440678,
9400000,0.9108910891089109,0.475,1,0.51,0.51,,200,200,216,211,215,,1,1,1.082191780821918,1.0518867924528301,1.0776255707762556,,0.9193548387096774,0.45161290322580644,1,0.6101694915254238,0.43636363636363634,,0.8823529411764706,0.4520547945205479,1,0.4722222222222222,0.6133333333333333,,0.9305555555555556,0.5230769230769231,1,0.463768115942029,0.45714285714285713,
9450000,0.935,0.59,1,0.555,0.53,,200,200,219,223,218,,1,1,1.0871559633027523,1.1327433628318584,1.0841121495327102,,0.9122807017543859,0.5882352941176471,1,0.5423728813559322,0.5074626865671642,,0.9428571428571428,0.5538461538461539,1,0.4533333333333333,0.5625,,0.9452054794520548,0.6268656716417911,1,0.6818181818181818,0.5217391304347826,
9500000,0.86,0.5,0.9949238578680203,0.535,0.475,,200,200,239,240,229,,1,1,1.1822033898305084,1.174468085106383,1.1385281385281385,,0.8674698795180723,0.5223880597014925,1,0.6730769230769231,0.5454545454545454,,0.8305084745762712,0.5076923076923077,1,0.4444444444444444,0.4473684210526316,,0.8793103448275862,0.47058823529411764,0.9838709677419355,0.5263157894736842,0.4492753623188406,
9550000,0.8341708542713567,0.51,0.995049504950495,0.49,0.425,,200,200,232,246,234,,1,1,1.1538461538461537,1.2098765432098766,1.167381974248927,,0.8387096774193549,0.5737704918032787,0.9852941176470589,0.3968253968253968,0.46774193548387094,,0.8709677419354839,0.53125,1,0.5522388059701493,0.4788732394366197,,0.8,0.44,1,0.5142857142857142,0.3283582089552239,
9600000,0.7920792079207921,0.55,0.98989898989899,0.51,0.535,,200,200,235,245,244,,1,1,1.167381974248927,1.2510121457489878,1.2107438016528926,,0.7246376811594203,0.5633802816901409,0.9743589743589743,0.39473684210526316,0.5189873417721519,,0.7941176470588235,0.5,1,0.640625,0.5294117647058824,,0.8615384615384616,0.5932203389830508,1,0.5166666666666667,0.5660377358490566,
9650000,0.8,0.565,0.995,0.545,0.52,,200,200,248,263,247,,1,1,1.2459677419354838,1.286259541984733,1.2388663967611335,,0.75,0.5294117647058824,1,0.5362318840579711,0.6376811594202898,,0.8208955223880597,0.5416666666666666,0.9827586206896551,0.5633802816901409,0.46153846153846156,,0.8181818181818182,0.6333333333333333,1,0.5333333333333333,0.45454545454545453,
9700000,0.7135678391959799,0.57,0.9949238578680203,0.515,0.48,,200,200,266,273,283,,1,1,1.273764258555133,1.3686131386861313,1.4134275618374559,,0.6986301369863014,0.5217391304347826,0.9857142857142858,0.5454545454545454,0.4666666666666667,,0.734375,0.6,1,0.47058823529411764,0.5396825396825397,,0.7096774193548387,0.5915492957746479,1,0.5138888888888888,0.43548387096774194,
9750000,0.6865671641791045,0.535,0.9751243781094527,0.555,0.555,,200,200,292,281,279,,1,1,1.3993174061433447,1.4028268551236749,1.3804347826086956,,0.7241379310344828,0.5522388059701493,0.9846153846153847,0.543859649122807,0.5333333333333333,,0.8,0.5277777777777778,0.9852941176470589,0.5581395348837209,0.5915492957746479,,0.5294117647058824,0.5245901639344263,0.9558823529411765,0.5614035087719298,0.5370370370370371,
