,meanLatencyFromY,meanLatencyFromY,meanLatencyFromY,meanLatencyFromY,,meanAvailabilityFromY,meanAvailabilityFromY,meanAvailabilityFromY,meanAvailabilityFromY,,meanResponseGFastAvailability,meanResponseGFastAvailability,meanResponseGFastAvailability,meanResponseGFastAvailability,,meanResponseGMediumAvailability,meanResponseGMediumAvailability,meanResponseGMediumAvailability,meanResponseGMediumAvailability,,meanResponseGSlowAvailability,meanResponseGSlowAvailability,meanResponseGSlowAvailability,meanResponseGSlowAvailability,,meanResponseGFastLatency,meanResponseGFastLatency,meanResponseGFastLatency,meanResponseGFastLatency,,meanResponseGMediumLatency,meanResponseGMediumLatency,meanResponseGMediumLatency,meanResponseGMediumLatency,,meanResponseGSlowLatency,meanResponseGSlowLatency,meanResponseGSlowLatency,meanResponseGSlowLatency,
,A - Naive,E - RequestCaching,F - AsyncCacheLoading,G - PerRequestTimeout,,A - Naive,E - RequestCaching,F - AsyncCacheLoading,G - PerRequestTimeout,,A - Naive,E - RequestCaching,F - AsyncCacheLoading,G - PerRequestTimeout,,A - Naive,E - RequestCaching,F - AsyncCacheLoading,G - PerRequestTimeout,,A - Naive,E - RequestCaching,F - AsyncCacheLoading,G - PerRequestTimeout,,A - Naive,E - RequestCaching,F - AsyncCacheLoading,G - PerRequestTimeout,,A - Naive,E - RequestCaching,F - AsyncCacheLoading,G - PerRequestTimeout,,A - Naive,E - RequestCaching,F - AsyncCacheLoading,G - PerRequestTimeout,
7700000,6482.282828282829,2563.402010050251,2,2984.4120603015076,,1,1,0.53,0.47738693467336685,,,NaN,,0.5416666666666666,,,NaN,,0.3387096774193548,,,NaN,,0.5384615384615384,,NaN,NaN,NaN,2505,,NaN,NaN,NaN,3005,,NaN,NaN,NaN,3504.9692307692308,
7750000,6902.984771573604,3229.712195121951,2,3079.1144278606967,,1,1,0.49,0.5870646766169154,,,NaN,,0.6274509803921569,,,NaN,,0.5882352941176471,,,NaN,,0.5609756097560976,,NaN,NaN,NaN,2505,,NaN,NaN,NaN,3004.985294117647,,NaN,NaN,NaN,3504.9634146341464,
7800000,7240.81592039801,3109.2676767676767,2,2936.343434343434,,1,1,0.535,0.5454545454545454,,,NaN,,0.6097560975609756,,,NaN,,0.48333333333333334,,,NaN,,0.5178571428571429,,NaN,NaN,NaN,2505,,NaN,NaN,NaN,3004.9666666666667,,NaN,NaN,NaN,3504.9464285714284,
7850000,7404.495,3666.734693877551,2,3002,,1,1,0.55,0.525,,,NaN,,0.5757575757575758,,,NaN,,0.5441176470588235,,,NaN,,0.45454545454545453,,NaN,NaN,NaN,2505,,NaN,NaN,NaN,3005,,NaN,NaN,NaN,3504.9848484848485,
7900000,7434.80808080808,3765.7064676616915,2,2987.0746268656717,,1,1,0.525,0.5572139303482587,,,NaN,,0.5972222222222222,,,NaN,,0.5079365079365079,,,NaN,,0.5606060606060606,,NaN,NaN,NaN,2505,,NaN,NaN,NaN,3005,,NaN,NaN,NaN,3504.909090909091,
7950000,7363.701492537313,3606.920792079208,2,3004.4875621890546,,1,1,0.53,0.527363184079602,,,NaN,,0.5205479452054794,,,NaN,,0.5,,,NaN,,0.5540540540540541,,NaN,NaN,NaN,2505,,NaN,NaN,NaN,3005,,NaN,NaN,NaN,3504.9324324324325,
8000000,7090.699507389162,3636.4166666666665,2,2996.949494949495,,1,1,0.5,0.4898989898989899,,,NaN,,0.5454545454545454,,,NaN,,0.4264705882352941,,,NaN,,0.5,,NaN,NaN,NaN,2505,,NaN,NaN,NaN,3005,,NaN,NaN,NaN,3504.953125,
8050000,6692.5,3597.5051020408164,2,2999.5,,1,1,0.52,0.57,,,NaN,,0.6461538461538462,,,NaN,,0.6197183098591549,,,NaN,,0.4375,,NaN,NaN,NaN,2505,,NaN,NaN,NaN,3005,,NaN,NaN,NaN,3504.984375,
8100000,6129,3168.7014925373132,2,2997,,1,1,0.57,0.515,,,NaN,,0.5540540540540541,,,NaN,,0.3888888888888889,,,NaN,,0.5694444444444444,,NaN,NaN,NaN,2505,,NaN,NaN,NaN,3004.9814814814813,,NaN,NaN,NaN,3504.9305555555557,
8150000,5629.737623762377,2743.64824120603,2,3036.6534653465346,,1,1,0.54,0.5346534653465347,,,NaN,,0.582089552238806,,,NaN,,0.46296296296296297,,,NaN,,0.5432098765432098,,NaN,NaN,NaN,2505,,NaN,NaN,NaN,3004.9814814814813,,NaN,NaN,NaN,3504.938271604938,
8200000,4947.414634146341,2135.599033816425,2,2992.049751243781,,1,1,0.61,0.5124378109452736,,,NaN,,0.4931506849315068,,,NaN,,0.4915254237288136,,,NaN,,0.5507246376811594,,NaN,NaN,NaN,2505,,NaN,NaN,NaN,3005,,NaN,NaN,NaN,3504.9710144927535,
8250000,4305.9900497512435,2203.0689655172414,2,3022.408163265306,,1,1,0.52,0.5102040816326531,,,NaN,,0.625,,,NaN,,0.47368421052631576,,,NaN,,0.453125,,NaN,NaN,NaN,2505,,NaN,NaN,NaN,3005,,NaN,NaN,NaN,3504.921875,
8300000,3744.5940594059407,1702.2893401015228,2,3014.3762376237623,,1,1,0.53,0.5792079207920792,,,NaN,,0.5294117647058824,,,NaN,,0.5409836065573771,,,NaN,,0.6575342465753424,,NaN,NaN,NaN,2505,,NaN,NaN,NaN,3005,,NaN,NaN,NaN,3504.972602739726,
8350000,3182.2178217821784,1674.8663366336634,2,2994.462311557789,,1,1,0.53,0.6030150753768844,,,NaN,,0.45454545454545453,,,NaN,,0.5714285714285714,,,NaN,,0.7936507936507936,,NaN,NaN,NaN,2505,,NaN,NaN,NaN,3004.9857142857145,,NaN,NaN,NaN,3504.873015873016,
8400000,2809.4187192118225,1126.3636363636363,2,2999.5247524752476,,1,1,0.53,0.806930693069307,,,NaN,,0.6129032258064516,,,NaN,,0.8227848101265823,,,NaN,,0.9836065573770492,,NaN,NaN,NaN,2505,,NaN,NaN,NaN,3004.987341772152,,NaN,NaN,NaN,3504.8852459016393,
8450000,2563.291457286432,1120.6169154228855,2,2987,,1,1,0.555,0.875,,,NaN,,0.6911764705882353,,,NaN,,0.9571428571428572,,,NaN,,0.9838709677419355,,NaN,NaN,NaN,2505,,NaN,NaN,NaN,3004.957142857143,,NaN,NaN,NaN,3504.8548387096776,
8500000,2452.241206030151,1170.0995024875622,2,3045.1472081218276,,1,1,0.52,0.9137055837563451,,,NaN,,0.7758620689655172,,,NaN,,0.953125,,,NaN,,0.9866666666666667,,NaN,NaN,NaN,2504.9827586206898,,NaN,NaN,NaN,3004.96875,,NaN,NaN,NaN,3504.88,
8550000,2459.223880597015,1241.3084577114428,2,2997.073891625616,,1,1,0.55,0.8768472906403941,,,NaN,,0.7076923076923077,,,NaN,,0.9333333333333333,,,NaN,,0.9841269841269841,,NaN,NaN,NaN,2505,,NaN,NaN,NaN,3004.9733333333334,,NaN,NaN,NaN,3504.8253968253966,
8600000,2727.7323232323233,1309.8855721393036,2,2959.286432160804,,1,1,0.52,0.7788944723618091,,,NaN,,0.5789473684210527,,,NaN,,0.8125,,,NaN,,1,,NaN,NaN,NaN,2505,,NaN,NaN,NaN,3005,,NaN,NaN,NaN,3504.898305084746,
8650000,3013.090909090909,1515.1269035532996,2,3024.5,,1,1,0.615,0.75,,,NaN,,0.53125,,,NaN,,0.7619047619047619,,,NaN,,0.9315068493150684,,NaN,NaN,NaN,2505,,NaN,NaN,NaN,3005,,NaN,NaN,NaN,3504.876712328767,
8700000,3506.0151515151515,1550.1443298969073,2,3027,,1,1,0.565,0.68,,,NaN,,0.6190476190476191,,,NaN,,0.671875,,,NaN,,0.7397260273972602,,NaN,NaN,NaN,2505,,NaN,NaN,NaN,3004.953125,,NaN,NaN,NaN,3504.917808219178,
8750000,4036.994923857868,1937.7777777777778,2,3032.3030303030305,,1,1,0.53,0.5252525252525253,,,NaN,,0.5254237288135594,,,NaN,,0.5294117647058824,,,NaN,,0.5211267605633803,,NaN,NaN,NaN,2505,,NaN,NaN,NaN,3005,,NaN,NaN,NaN,3504.9718309859154,
8800000,4652.743718592965,1936.1844660194174,2,2979.6119402985073,,1,1,0.58,0.472636815920398,,,NaN,,0.463768115942029,,,NaN,,0.4583333333333333,,,NaN,,0.5,,NaN,NaN,NaN,2505,,NaN,NaN,NaN,3005,,NaN,NaN,NaN,3504.866666666667,
8850000,5261.070707070707,2461.238578680203,2,3019.3267326732675,,1,1,0.5,0.5346534653465347,,,NaN,,0.47540983606557374,,,NaN,,0.5616438356164384,,,NaN,,0.5588235294117647,,NaN,NaN,NaN,2505,,NaN,NaN,NaN,3005,,NaN,NaN,NaN,3504.926470588235,
8900000,5803.49494949495,2425.349753694581,2,2989.4371859296484,,1,1,0.525,0.48743718592964824,,,NaN,,0.4,,,NaN,,0.5945945945945946,,,NaN,,0.45,,NaN,NaN,NaN,2505,,NaN,NaN,NaN,3005,,NaN,NaN,NaN,3504.9166666666665,
8950000,6385.818181818182,2807.390625,2,2959.5,,1,1,0.54,0.585,,,NaN,,0.5833333333333334,,,NaN,,0.6027397260273972,,,NaN,,0.5636363636363636,,NaN,NaN,NaN,2505,,NaN,NaN,NaN,3005,,NaN,NaN,NaN,3504.909090909091,
9000000,6825.212121212121,3205.3333333333335,2,3014.5628140703516,,1,1,0.52,0.5829145728643216,,,NaN,,0.6119402985074627,,,NaN,,0.5333333333333333,,,NaN,,0.5972222222222222,,NaN,NaN,NaN,2505,,NaN,NaN,NaN,3004.983333333333,,NaN,NaN,NaN,3504.902777777778,
9050000,7181.5,3222.1990049751244,2,3016.7783251231526,,1,1,0.55,0.5123152709359606,,,NaN,,0.4305555555555556,,,NaN,,0.5660377358490566,,,NaN,,0.5512820512820513,,NaN,NaN,NaN,2505,,NaN,NaN,NaN,3005,,NaN,NaN,NaN,3504.897435897436,
9100000,7406.525252525253,3060.2755102040815,2,2984.3232323232323,,1,1,0.49,0.4797979797979798,,,NaN,,0.5555555555555556,,,NaN,,0.5081967213114754,,,NaN,,0.36923076923076925,,NaN,NaN,NaN,2505,,NaN,NaN,NaN,3005,,NaN,NaN,NaN,3504.9538461538464,
9150000,7391.5,3634.075376884422,2,3006.9751243781093,,1,1,0.57,0.527363184079602,,,NaN,,0.639344262295082,,,NaN,,0.4935064935064935,,,NaN,,0.4603174603174603,,NaN,NaN,NaN,2505,,NaN,NaN,NaN,3004.987012987013,,NaN,NaN,NaN,3504.9206349206347,
9200000,7316.5,3646.7562189054725,2,2992,,1,1,0.485,0.51,,,NaN,,0.5303030303030303,,,NaN,,0.4583333333333333,,,NaN,,0.5483870967741935,,NaN,NaN,NaN,2505,,NaN,NaN,NaN,3005,,NaN,NaN,NaN,3504.935483870968,
9250000,7129.742574257426,3584.8970588235293,2,3014.626262626263,,1,1,0.525,0.5656565656565656,,,NaN,,0.6721311475409836,,,NaN,,0.5492957746478874,,,NaN,,0.48484848484848486,,NaN,NaN,NaN,2505,,NaN,NaN,NaN,3004.9859154929577,,NaN,NaN,NaN,3504.909090909091,
9300000,6679.621890547263,3377.846153846154,2,2956.7738693467336,,1,1,0.575,0.5175879396984925,,,NaN,,0.5694444444444444,,,NaN,,0.5205479452054794,,,NaN,,0.4444444444444444,,NaN,NaN,NaN,2505,,NaN,NaN,NaN,3004.986301369863,,NaN,NaN,NaN,3504.9814814814813,
9350000,6243.705882352941,2983.1039603960394,2,2977.2475247524753,,1,1,0.55,0.48514851485148514,,,NaN,,0.5,,,NaN,,0.5,,,NaN,,0.4444444444444444,,NaN,NaN,NaN,2505,,NaN,NaN,NaN,3005,,NaN,NaN,NaN,3504.9074074074074,
9400000,5643.3034825870645,3018.3529411764707,2,2964.311557788945,,1,1,0.55,0.46733668341708545,,,NaN,,0.4225352112676056,,,NaN,,0.5138888888888888,,,NaN,,0.4642857142857143,,NaN,NaN,NaN,2505,,NaN,NaN,NaN,3004.9861111111113,,NaN,NaN,NaN,3504.8928571428573,
9450000,4967.366336633663,2169.0495049504952,2,2994.5373134328356,,1,1,0.52,0.5223880597014925,,,NaN,,0.5774647887323944,,,NaN,,0.5645161290322581,,,NaN,,0.4264705882352941,,NaN,NaN,NaN,2505,,NaN,NaN,NaN,3005,,NaN,NaN,NaN,3504.9117647058824,
9500000,4395.579207920792,2036.34,2,3051.7512437810947,,1,1,0.525,0.5024875621890548,,,NaN,,0.45614035087719296,,,NaN,,0.5373134328358209,,,NaN,,0.5064935064935064,,NaN,NaN,NaN,2505,,NaN,NaN,NaN,3005,,NaN,NaN,NaN,3504.948051948052,
9550000,3772.627450980392,1643.950980392157,2,3009.5,,1,1,0.57,0.64,,,NaN,,0.5967741935483871,,,NaN,,0.684931506849315,,,NaN,,0.6307692307692307,,NaN,NaN,NaN,2505,,NaN,NaN,NaN,3004.972602739726,,NaN,NaN,NaN,3504.892307692308,
9600000,3270.3366336633662,1430.2551020408164,2,3019.5879396984924,,1,1,0.52,0.7236180904522613,,,NaN,,0.5238095238095238,,,NaN,,0.7575757575757576,,,NaN,,0.8714285714285714,,NaN,NaN,NaN,2505,,NaN,NaN,NaN,3004.9848484848485,,NaN,NaN,NaN,3504.9,
9650000,2917.495,1414.2303921568628,2,3054.2388059701493,,1,1,0.46,0.8258706467661692,,,NaN,,0.6,,,NaN,,0.8666666666666667,,,NaN,,0.9629629629629629,,NaN,NaN,NaN,2505,,NaN,NaN,NaN,3005,,NaN,NaN,NaN,3504.901234567901,
9700000,2551.029702970297,1177.6884422110552,2,2984.4120603015076,,1,1,0.445,0.8291457286432161,,,NaN,,0.6176470588235294,,,NaN,,0.8857142857142857,,,NaN,,1,,NaN,NaN,NaN,2505,,NaN,NaN,NaN,3004.9857142857145,,NaN,NaN,NaN,3504.7377049180327,
9750000,2482,1006.1522842639594,2,3079.889447236181,,1,1,0.44,0.9195979899497487,,,NaN,,0.74,,,NaN,,0.9705882352941176,,,NaN,,0.9876543209876543,,NaN,NaN,NaN,2505,,NaN,NaN,NaN,3005,,NaN,NaN,NaN,3504.864197530864,
9800000,2480.884422110553,1234.8676470588234,2,3002,,1,1,0.53,0.91,,,NaN,,0.7910447761194029,,,NaN,,0.9393939393939394,,,NaN,,1,,NaN,NaN,NaN,2505,,NaN,NaN,NaN,3005,,NaN,NaN,NaN,3504.8805970149256,
9850000,2685.818181818182,1367.1010101010102,2,3004.5,,1,1,0.575,0.87,,,NaN,,0.7391304347826086,,,NaN,,0.8852459016393442,,,NaN,,0.9857142857142858,,NaN,NaN,NaN,2505,,NaN,NaN,NaN,3005,,NaN,NaN,NaN,3504.8571428571427,
9900000,3013.040201005025,1492.485,2,3002,,1,1,0.495,0.7524752475247525,,,NaN,,0.5970149253731343,,,NaN,,0.75,,,NaN,,0.9104477611940298,,NaN,NaN,NaN,2505,,NaN,NaN,NaN,3004.985294117647,,NaN,NaN,NaN,3504.865671641791,
9950000,3493.5,1545.5463917525774,2,2994.462311557789,,1,1,0.48,0.6432160804020101,,,NaN,,0.4931506849315068,,,NaN,,0.5892857142857143,,,NaN,,0.8428571428571429,,NaN,NaN,NaN,2505,,NaN,NaN,NaN,3005,,NaN,NaN,NaN,3504.942857142857,
10000000,3954.25641025641,1787.3830845771145,,3017.005,,1,1,,0.55,,,NaN,,0.5692307692307692,,,NaN,,0.453125,,,NaN,,0.6197183098591549,,NaN,NaN,,2505.0153846153844,,NaN,NaN,,3005,,NaN,NaN,,3504.9718309859154,
