tick,loadFromX,loadFromY,meanLatencyFromY,meanLatencyFromZ,meanAvailabilityFromY,meanAvailabilityFromZ,throughput,zCapacity
868000,0,6,865946.6666666666,29573.166666666668,0.8333333333333334,0.8333333333333334,6,300
869000,0,7,866935.1666666666,33051.5,0.6666666666666666,0.6666666666666666,6,300
870000,0,8,868034.75,30170.75,0.875,0.875,8,300
871000,0,10,869178.7142857143,28171.428571428572,0.8571428571428571,0.8571428571428571,7,300
872000,0,8,870075,27441.25,1,1,4,300
873000,0,14,870906.7777777778,24261,0.8888888888888888,0.8888888888888888,9,300
874000,0,12,872042,27413.25,1,1,8,300
875000,0,12,872963.1,26356.5,0.9,0.9,10,300
876000,0,15,874050.9090909091,28254.727272727272,1,1,11,300
877000,0,12,874979.9,24296.2,1,1,10,300
878000,0,10,875929.5,25639.833333333332,1,1,6,300
879000,0,12,877152.125,27730.25,1,1,8,300
880000,0,10,878039.2857142857,31742.85714285714,0.7142857142857143,0.7142857142857143,7,300
881000,0,8,879056.6666666666,29573.5,0.8333333333333334,0.8333333333333334,6,300
882000,0,18,879896.8571428572,28431,1,1,14,300
883000,0,12,880846.2222222222,29444.666666666668,1,1,9,300
884000,0,9,881918.25,30511.875,0.875,0.875,8,300
885000,0,8,882909.4285714285,22016.14285714286,1,1,7,300
886000,0,8,883887.3333333334,22179.5,1,1,6,300
887000,0,8,885003.1666666666,25868.166666666668,1,1,6,300
888000,0,6,885841.1666666666,29576.333333333332,1,1,6,300
889000,0,6,886955.6,22194,1,1,5,300
890000,0,9,887900.75,26771,0.75,0.75,4,300
891000,0,6,888854.4,21906,1,1,5,300
892000,0,7,890019.8571428572,22018.571428571428,1,1,7,300
893000,0,9,891175,29159.555555555555,0.8888888888888888,0.8888888888888888,9,300
894000,0,9,891664.8333333334,36535.5,0.5,0.5,6,300
895000,0,13,892958.3333333334,31929.444444444445,1,1,9,300
896000,0,10,893906.1666666666,36975.833333333336,1,1,6,300
897000,0,14,894895,26247.454545454544,0.8181818181818182,0.8181818181818182,11,300
898000,0,15,896025.1333333333,30828.8,0.9333333333333333,0.9333333333333333,15,300
899000,0,12,896901.1111111111,26825.88888888889,0.8888888888888888,0.8888888888888888,9,300
900000,0,9,897911,29398.833333333332,0.8333333333333334,0.8333333333333334,6,300
901000,0,12,898815.25,35848.125,0.875,0.875,8,300
902000,0,11,899917.5,33239.333333333336,1,1,6,300
903000,0,8,901084.4285714285,31554.85714285714,1,1,7,300
904000,0,19,902052.6923076923,27190.46153846154,0.8461538461538461,0.8461538461538461,13,300
905000,0,12,902864.1111111111,27109,1,1,9,300
906000,0,7,904004.8,30807.2,1,1,5,300
907000,0,8,904880.7142857143,25360.285714285714,0.8571428571428571,0.8571428571428571,7,300
908000,0,8,905797.8,26559.6,1,1,5,300
909000,0,7,906765,31016.2,0.8,0.8,5,300
910000,0,8,907692,26650.6,0.8,0.8,5,300
911000,0,7,908934.5714285715,25171.428571428572,0.8571428571428571,0.8571428571428571,7,300
912000,0,7,909990.6666666666,37039.833333333336,0.6666666666666666,0.6666666666666666,6,300
913000,0,9,911016.3333333334,25256.166666666668,1,1,6,300
914000,0,10,912057.25,24324.25,1,1,8,300
915000,0,6,912953.6,26634.4,1,1,5,300
916000,0,8,913836,31062,0.8,0.8,5,300
917000,0,11,915024.6666666666,29569.333333333332,0.7777777777777778,0.7777777777777778,9,300
918000,0,13,916007.2,35365.2,0.9,0.9,10,300
919000,0,11,916903.6,21943.1,1,1,10,300
920000,0,15,917944.2307692308,25553.69230769231,0.9230769230769231,0.9230769230769231,13,300
921000,0,14,918887.8333333334,27749.333333333332,0.9166666666666666,0.9166666666666666,12,300
922000,0,6,919829.3333333334,29574,0.8333333333333334,0.8333333333333334,6,300
923000,0,13,920814.3076923077,28921.23076923077,0.9230769230769231,0.9230769230769231,13,300
924000,0,11,921933.6,35366.7,0.8,0.8,10,300
925000,0,14,922897,30016.625,0.875,0.875,8,300
926000,0,12,923951.7,31023.5,1,1,10,300
927000,0,12,924818.7777777778,24671.11111111111,1,1,9,300
928000,0,8,925800,33284.125,0.875,0.875,8,300
929000,0,9,926787,25343.285714285714,0.8571428571428571,0.8571428571428571,7,300
930000,0,9,927805,30491.875,0.75,0.75,8,300
931000,0,8,928731,27414.375,1,1,8,300
932000,0,9,929844,35495,0.6,0.6,5,300
933000,0,5,931163.3333333334,21812.333333333332,1,1,3,300
934000,0,6,931880.25,27713.5,0.75,0.75,4,300
935000,0,10,933004.2,28713.9,1,1,10,300
936000,0,6,933872.8,26656.8,0.8,0.8,5,300
937000,0,9,934693.1428571428,28351.714285714286,0.7142857142857143,0.7142857142857143,7,300
938000,0,9,935852,33033.833333333336,1,1,6,300
939000,0,11,937081.4285714285,28316,1,1,7,300
940000,0,10,937921.7142857143,28182.571428571428,0.8571428571428571,0.8571428571428571,7,300
941000,0,16,938940,27115.384615384617,0.9230769230769231,0.9230769230769231,13,300
942000,0,12,939870.125,24644,1,1,8,300
943000,0,12,940784.2222222222,27128.777777777777,1,1,9,300
944000,0,10,941738.625,22042.125,1,1,8,300
945000,0,13,942853.9,21915.9,1,1,10,300
946000,0,11,943809,30185.75,0.75,0.75,8,300
947000,0,10,944898.1,30934.4,0.9,0.9,10,300
948000,0,11,945845.25,27751.25,1,1,8,300
949000,0,13,946746.6363636364,24185.272727272728,1,1,11,300
950000,0,10,947686.8333333334,29614.333333333332,1,1,6,300
